0.000000000000000000e+00,3.446400000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.010101010101010187e-02,2.593100000000000000e+04,8.533000000000000000e+03,0.000000000000000000e+00,8.316000000000000000e+03,2.170000000000000000e+02
2.020202020202020374e-02,1.780600000000000000e+04,1.665500000000000000e+04,3.000000000000000000e+00,1.586600000000000000e+04,7.890000000000000000e+02
3.030303030303030387e-02,1.029200000000000000e+04,2.416400000000000000e+04,8.000000000000000000e+00,2.237200000000000000e+04,1.792000000000000000e+03
4.040404040404040747e-02,3.632000000000000000e+03,3.080800000000000000e+04,2.400000000000000000e+01,2.784400000000000000e+04,2.964000000000000000e+03
5.050505050505051108e-02,6.307900000000000000e+04,3.688700000000000000e+04,3.400000000000000000e+01,3.247000000000000000e+04,4.417000000000000000e+03
6.060606060606060774e-02,5.748600000000000000e+04,4.244600000000000000e+04,6.800000000000000000e+01,3.633700000000000000e+04,6.109000000000000000e+03
7.070707070707071829e-02,5.244000000000000000e+04,4.745000000000000000e+04,1.100000000000000000e+02,3.955800000000000000e+04,7.892000000000000000e+03
8.080808080808081495e-02,4.782200000000000000e+04,5.203300000000000000e+04,1.450000000000000000e+02,4.210600000000000000e+04,9.927000000000000000e+03
9.090909090909091161e-02,4.342700000000000000e+04,5.637300000000000000e+04,2.000000000000000000e+02,4.442300000000000000e+04,1.195000000000000000e+04
1.010101010101010222e-01,3.938300000000000000e+04,6.035900000000000000e+04,2.580000000000000000e+02,4.615700000000000000e+04,1.420200000000000000e+04
1.111111111111111188e-01,3.553700000000000000e+04,6.410800000000000000e+04,3.550000000000000000e+02,4.764100000000000000e+04,1.646700000000000000e+04
1.212121212121212155e-01,3.284100000000000000e+04,1.200000000000000000e+03,4.230000000000000000e+02,4.839300000000000000e+04,1.834300000000000000e+04
1.313131313131313260e-01,2.957100000000000000e+04,4.369000000000000000e+03,5.240000000000000000e+02,4.930200000000000000e+04,2.060300000000000000e+04
1.414141414141414366e-01,2.710000000000000000e+04,6.761000000000000000e+03,6.030000000000000000e+02,4.907000000000000000e+04,2.322700000000000000e+04
1.515151515151515194e-01,2.458600000000000000e+04,9.132000000000000000e+03,7.460000000000000000e+02,4.940900000000000000e+04,2.525900000000000000e+04
1.616161616161616299e-01,2.233500000000000000e+04,1.129700000000000000e+04,8.320000000000000000e+02,4.923100000000000000e+04,2.760200000000000000e+04
1.717171717171717404e-01,2.005900000000000000e+04,1.354300000000000000e+04,8.620000000000000000e+02,4.913300000000000000e+04,2.994600000000000000e+04
1.818181818181818232e-01,1.841900000000000000e+04,1.503100000000000000e+04,1.014000000000000000e+03,4.870100000000000000e+04,3.186600000000000000e+04
1.919191919191919338e-01,1.676500000000000000e+04,1.655100000000000000e+04,1.148000000000000000e+03,4.807000000000000000e+04,3.401700000000000000e+04
2.020202020202020443e-01,1.522600000000000000e+04,1.788600000000000000e+04,1.352000000000000000e+03,4.748500000000000000e+04,3.593700000000000000e+04
2.121212121212121271e-01,1.367900000000000000e+04,1.938600000000000000e+04,1.399000000000000000e+03,4.700600000000000000e+04,3.791600000000000000e+04
2.222222222222222376e-01,1.245000000000000000e+04,2.047600000000000000e+04,1.538000000000000000e+03,4.580900000000000000e+04,4.020300000000000000e+04
2.323232323232323482e-01,1.136200000000000000e+04,2.140000000000000000e+04,1.702000000000000000e+03,4.489000000000000000e+04,4.204600000000000000e+04
2.424242424242424310e-01,1.065700000000000000e+04,2.198300000000000000e+04,1.824000000000000000e+03,4.402600000000000000e+04,4.349300000000000000e+04
2.525252525252525415e-01,9.526000000000000000e+03,2.302800000000000000e+04,1.910000000000000000e+03,4.308300000000000000e+04,4.548100000000000000e+04
2.626262626262626521e-01,8.783000000000000000e+03,2.357300000000000000e+04,2.108000000000000000e+03,4.209800000000000000e+04,4.701100000000000000e+04
2.727272727272727626e-01,7.973000000000000000e+03,2.431500000000000000e+04,2.176000000000000000e+03,4.138200000000000000e+04,4.846900000000000000e+04
2.828282828282828731e-01,7.444000000000000000e+03,2.462600000000000000e+04,2.394000000000000000e+03,4.021600000000000000e+04,4.994600000000000000e+04
2.929292929292929282e-01,6.771000000000000000e+03,2.521800000000000000e+04,2.475000000000000000e+03,3.921000000000000000e+04,5.154400000000000000e+04
3.030303030303030387e-01,6.253000000000000000e+03,2.557900000000000000e+04,2.632000000000000000e+03,3.821300000000000000e+04,5.290200000000000000e+04
3.131313131313131493e-01,5.598000000000000000e+03,2.611400000000000000e+04,2.752000000000000000e+03,3.740800000000000000e+04,5.424200000000000000e+04
3.232323232323232598e-01,5.415000000000000000e+03,2.620700000000000000e+04,2.842000000000000000e+03,3.653400000000000000e+04,5.520900000000000000e+04
3.333333333333333703e-01,5.036000000000000000e+03,2.641300000000000000e+04,3.015000000000000000e+03,3.586100000000000000e+04,5.608800000000000000e+04
3.434343434343434809e-01,4.455000000000000000e+03,2.693600000000000000e+04,3.073000000000000000e+03,3.485500000000000000e+04,5.761700000000000000e+04
