0.000000000000000000e+00,5.000000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.263157894736841813e-02,3.701000000000000000e+03,1.299000000000000000e+03,0.000000000000000000e+00,1.254000000000000000e+03,4.500000000000000000e+01
1.052631578947368363e-01,2.764000000000000000e+03,2.236000000000000000e+03,0.000000000000000000e+00,2.074000000000000000e+03,1.620000000000000000e+02
1.578947368421052544e-01,2.039000000000000000e+03,2.954000000000000000e+03,7.000000000000000000e+00,2.655000000000000000e+03,2.990000000000000000e+02
2.105263157894736725e-01,1.435000000000000000e+03,3.551000000000000000e+03,1.400000000000000000e+01,3.025000000000000000e+03,5.260000000000000000e+02
2.631578947368420907e-01,1.055000000000000000e+03,3.922000000000000000e+03,2.300000000000000000e+01,3.185000000000000000e+03,7.370000000000000000e+02
3.157894736842105088e-01,7.930000000000000000e+02,4.179000000000000000e+03,2.800000000000000000e+01,3.296000000000000000e+03,8.830000000000000000e+02
3.684210526315789269e-01,5.920000000000000000e+02,4.370000000000000000e+03,3.800000000000000000e+01,3.245000000000000000e+03,1.125000000000000000e+03
4.210526315789473450e-01,4.760000000000000000e+02,4.473000000000000000e+03,5.100000000000000000e+01,3.148000000000000000e+03,1.325000000000000000e+03
4.736842105263157632e-01,3.930000000000000000e+02,4.533000000000000000e+03,7.400000000000000000e+01,3.047000000000000000e+03,1.486000000000000000e+03
5.263157894736841813e-01,3.050000000000000000e+02,4.617000000000000000e+03,7.800000000000000000e+01,2.909000000000000000e+03,1.708000000000000000e+03
5.789473684210526550e-01,2.330000000000000000e+02,4.678000000000000000e+03,8.900000000000000000e+01,2.772000000000000000e+03,1.906000000000000000e+03
6.315789473684210176e-01,2.180000000000000000e+02,4.675000000000000000e+03,1.070000000000000000e+02,2.726000000000000000e+03,1.949000000000000000e+03
6.842105263157893802e-01,2.050000000000000000e+02,4.681000000000000000e+03,1.140000000000000000e+02,2.544000000000000000e+03,2.137000000000000000e+03
7.368421052631578538e-01,2.090000000000000000e+02,4.660000000000000000e+03,1.310000000000000000e+02,2.526000000000000000e+03,2.134000000000000000e+03
7.894736842105263275e-01,1.590000000000000000e+02,4.680000000000000000e+03,1.610000000000000000e+02,2.438000000000000000e+03,2.242000000000000000e+03
8.421052631578946901e-01,1.800000000000000000e+02,4.682000000000000000e+03,1.380000000000000000e+02,2.443000000000000000e+03,2.239000000000000000e+03
8.947368421052630527e-01,1.380000000000000000e+02,4.684000000000000000e+03,1.780000000000000000e+02,2.322000000000000000e+03,2.362000000000000000e+03
9.473684210526315264e-01,1.760000000000000000e+02,4.640000000000000000e+03,1.840000000000000000e+02,2.375000000000000000e+03,2.265000000000000000e+03
1.000000000000000000e+00,1.700000000000000000e+02,4.666000000000000000e+03,1.640000000000000000e+02,2.359000000000000000e+03,2.307000000000000000e+03
