1.000000000000000021e-03,9.000000000000000000e+00,1.000000000000000000e+00
2.311111111111111352e-02,7.000000000000000000e+00,3.000000000000000000e+00
4.522222222222222615e-02,9.000000000000000000e+00,1.000000000000000000e+00
6.733333333333334225e-02,5.000000000000000000e+00,5.000000000000000000e+00
8.944444444444445141e-02,8.000000000000000000e+00,2.000000000000000000e+00
1.115555555555555606e-01,4.000000000000000000e+00,6.000000000000000000e+00
1.336666666666666836e-01,7.000000000000000000e+00,3.000000000000000000e+00
1.557777777777777928e-01,6.000000000000000000e+00,4.000000000000000000e+00
1.778888888888889019e-01,6.000000000000000000e+00,4.000000000000000000e+00
2.000000000000000111e-01,2.000000000000000000e+00,8.000000000000000000e+00
