5.000000000000000104e-04,9.226000000000000000e+03,7.740000000000000000e+02
1.000000000000000021e-03,9.154000000000000000e+03,8.460000000000000000e+02
1.500000000000000031e-03,9.150000000000000000e+03,8.500000000000000000e+02
2.000000000000000042e-03,9.107000000000000000e+03,8.930000000000000000e+02
2.500000000000000052e-03,9.029000000000000000e+03,9.710000000000000000e+02
3.000000000000000062e-03,8.996000000000000000e+03,1.004000000000000000e+03
3.500000000000000073e-03,8.937000000000000000e+03,1.063000000000000000e+03
4.000000000000000083e-03,8.861000000000000000e+03,1.139000000000000000e+03
4.500000000000000527e-03,8.809000000000000000e+03,1.191000000000000000e+03
5.000000000000000971e-03,8.782000000000000000e+03,1.218000000000000000e+03
5.499999999999999681e-03,8.667000000000000000e+03,1.333000000000000000e+03
6.000000000000000125e-03,8.632000000000000000e+03,1.368000000000000000e+03
6.500000000000000569e-03,8.643000000000000000e+03,1.357000000000000000e+03
7.000000000000001013e-03,8.557000000000000000e+03,1.443000000000000000e+03
7.499999999999999722e-03,8.505000000000000000e+03,1.495000000000000000e+03
8.000000000000000167e-03,8.455000000000000000e+03,1.545000000000000000e+03
8.500000000000000611e-03,8.452000000000000000e+03,1.548000000000000000e+03
9.000000000000001055e-03,8.393000000000000000e+03,1.607000000000000000e+03
9.500000000000001499e-03,8.284000000000000000e+03,1.716000000000000000e+03
1.000000000000000021e-02,8.309000000000000000e+03,1.691000000000000000e+03
1.050000000000000065e-02,8.222000000000000000e+03,1.778000000000000000e+03
1.100000000000000110e-02,8.232000000000000000e+03,1.768000000000000000e+03
1.149999999999999981e-02,8.078000000000000000e+03,1.922000000000000000e+03
1.200000000000000025e-02,8.121000000000000000e+03,1.879000000000000000e+03
1.250000000000000069e-02,8.051000000000000000e+03,1.949000000000000000e+03
1.300000000000000114e-02,8.054000000000000000e+03,1.946000000000000000e+03
1.350000000000000158e-02,8.060000000000000000e+03,1.940000000000000000e+03
1.400000000000000029e-02,8.007000000000000000e+03,1.993000000000000000e+03
1.450000000000000074e-02,7.851000000000000000e+03,2.149000000000000000e+03
1.500000000000000118e-02,7.885000000000000000e+03,2.115000000000000000e+03
1.549999999999999989e-02,7.918000000000000000e+03,2.082000000000000000e+03
1.600000000000000033e-02,7.871000000000000000e+03,2.129000000000000000e+03
1.650000000000000078e-02,7.767000000000000000e+03,2.233000000000000000e+03
1.700000000000000122e-02,7.703000000000000000e+03,2.297000000000000000e+03
1.750000000000000167e-02,7.718000000000000000e+03,2.282000000000000000e+03
1.800000000000000211e-02,7.635000000000000000e+03,2.365000000000000000e+03
1.850000000000000255e-02,7.617000000000000000e+03,2.383000000000000000e+03
1.899999999999999953e-02,7.549000000000000000e+03,2.451000000000000000e+03
1.949999999999999997e-02,7.482000000000000000e+03,2.518000000000000000e+03
2.000000000000000042e-02,7.494000000000000000e+03,2.506000000000000000e+03
2.050000000000000086e-02,7.486000000000000000e+03,2.514000000000000000e+03
2.100000000000000130e-02,7.556000000000000000e+03,2.444000000000000000e+03
2.150000000000000175e-02,7.291000000000000000e+03,2.709000000000000000e+03
2.200000000000000219e-02,7.371000000000000000e+03,2.629000000000000000e+03
2.249999999999999917e-02,7.390000000000000000e+03,2.610000000000000000e+03
2.299999999999999961e-02,7.303000000000000000e+03,2.697000000000000000e+03
2.350000000000000006e-02,7.312000000000000000e+03,2.688000000000000000e+03
2.400000000000000050e-02,7.191000000000000000e+03,2.809000000000000000e+03
2.450000000000000094e-02,7.227000000000000000e+03,2.773000000000000000e+03
2.500000000000000139e-02,7.163000000000000000e+03,2.837000000000000000e+03
2.550000000000000183e-02,7.078000000000000000e+03,2.922000000000000000e+03
2.600000000000000228e-02,7.044000000000000000e+03,2.956000000000000000e+03
2.650000000000000272e-02,7.067000000000000000e+03,2.933000000000000000e+03
2.699999999999999969e-02,6.989000000000000000e+03,3.011000000000000000e+03
2.750000000000000014e-02,7.061000000000000000e+03,2.939000000000000000e+03
2.800000000000000058e-02,6.962000000000000000e+03,3.038000000000000000e+03
2.850000000000000103e-02,6.988000000000000000e+03,3.012000000000000000e+03
2.900000000000000147e-02,6.977000000000000000e+03,3.023000000000000000e+03
2.950000000000000192e-02,6.977000000000000000e+03,3.023000000000000000e+03
3.000000000000000236e-02,6.976000000000000000e+03,3.024000000000000000e+03
3.049999999999999933e-02,6.866000000000000000e+03,3.134000000000000000e+03
3.099999999999999978e-02,6.794000000000000000e+03,3.206000000000000000e+03
3.150000000000000022e-02,6.796000000000000000e+03,3.204000000000000000e+03
3.200000000000000067e-02,6.738000000000000000e+03,3.262000000000000000e+03
3.250000000000000111e-02,6.802000000000000000e+03,3.198000000000000000e+03
3.300000000000000155e-02,6.677000000000000000e+03,3.323000000000000000e+03
3.350000000000000200e-02,6.693000000000000000e+03,3.307000000000000000e+03
3.400000000000000244e-02,6.696000000000000000e+03,3.304000000000000000e+03
3.450000000000000289e-02,6.601000000000000000e+03,3.399000000000000000e+03
3.500000000000000333e-02,6.651000000000000000e+03,3.349000000000000000e+03
3.550000000000000377e-02,6.595000000000000000e+03,3.405000000000000000e+03
3.600000000000000422e-02,6.727000000000000000e+03,3.273000000000000000e+03
3.650000000000000466e-02,6.584000000000000000e+03,3.416000000000000000e+03
3.699999999999999817e-02,6.580000000000000000e+03,3.420000000000000000e+03
3.749999999999999861e-02,6.503000000000000000e+03,3.497000000000000000e+03
3.799999999999999906e-02,6.474000000000000000e+03,3.526000000000000000e+03
3.849999999999999950e-02,6.412000000000000000e+03,3.588000000000000000e+03
3.899999999999999994e-02,6.455000000000000000e+03,3.545000000000000000e+03
3.950000000000000039e-02,6.419000000000000000e+03,3.581000000000000000e+03
4.000000000000000083e-02,6.488000000000000000e+03,3.512000000000000000e+03
4.050000000000000128e-02,6.489000000000000000e+03,3.511000000000000000e+03
4.100000000000000172e-02,6.328000000000000000e+03,3.672000000000000000e+03
4.150000000000000216e-02,6.393000000000000000e+03,3.607000000000000000e+03
4.200000000000000261e-02,6.310000000000000000e+03,3.690000000000000000e+03
4.250000000000000305e-02,6.284000000000000000e+03,3.716000000000000000e+03
4.300000000000000350e-02,6.315000000000000000e+03,3.685000000000000000e+03
4.350000000000000394e-02,6.340000000000000000e+03,3.660000000000000000e+03
4.400000000000000439e-02,6.259000000000000000e+03,3.741000000000000000e+03
