1.000023026116026781e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,8.400000000000000000e+01
1.002582223515068982e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,9.400000000000000000e+01
1.005147970254632650e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,1.160000000000000000e+02
1.007720283095387082e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,9.100000000000000000e+01
1.010299178840894152e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,9.000000000000000000e+01
1.012884674337718893e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,9.900000000000000000e+01
1.015476786475538962e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,9.000000000000000000e+01
1.018075532187254550e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,9.900000000000000000e+01
1.020680928449100078e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,9.600000000000000000e+01
1.023292992280754099e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,1.090000000000000000e+02
