0.000000000000000000e+00,1.000000000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.010101010101010187e-02,9.137100000000000000e+04,8.629000000000000000e+03,0.000000000000000000e+00,8.518000000000000000e+03,1.110000000000000000e+02
2.020202020202020374e-02,8.348400000000000000e+04,1.651300000000000000e+04,3.000000000000000000e+00,1.606200000000000000e+04,4.510000000000000000e+02
3.030303030303030387e-02,7.582100000000000000e+04,2.417000000000000000e+04,9.000000000000000000e+00,2.324700000000000000e+04,9.230000000000000000e+02
4.040404040404040747e-02,6.931300000000000000e+04,3.067800000000000000e+04,9.000000000000000000e+00,2.903900000000000000e+04,1.639000000000000000e+03
5.050505050505051108e-02,6.327600000000000000e+04,3.670200000000000000e+04,2.200000000000000000e+01,3.432100000000000000e+04,2.381000000000000000e+03
6.060606060606060774e-02,5.759200000000000000e+04,4.237000000000000000e+04,3.800000000000000000e+01,3.901600000000000000e+04,3.354000000000000000e+03
7.070707070707071829e-02,5.247800000000000000e+04,4.746700000000000000e+04,5.500000000000000000e+01,4.304600000000000000e+04,4.421000000000000000e+03
8.080808080808081495e-02,4.750300000000000000e+04,5.241100000000000000e+04,8.600000000000000000e+01,4.685600000000000000e+04,5.555000000000000000e+03
9.090909090909091161e-02,4.365600000000000000e+04,5.623800000000000000e+04,1.060000000000000000e+02,4.944500000000000000e+04,6.793000000000000000e+03
1.010101010101010222e-01,3.968800000000000000e+04,6.014700000000000000e+04,1.650000000000000000e+02,5.203500000000000000e+04,8.112000000000000000e+03
1.111111111111111188e-01,3.607000000000000000e+04,6.372300000000000000e+04,2.070000000000000000e+02,5.428600000000000000e+04,9.437000000000000000e+03
1.212121212121212155e-01,3.268700000000000000e+04,6.705900000000000000e+04,2.540000000000000000e+02,5.630500000000000000e+04,1.075400000000000000e+04
1.313131313131313260e-01,2.978000000000000000e+04,6.994000000000000000e+04,2.800000000000000000e+02,5.769100000000000000e+04,1.224900000000000000e+04
1.414141414141414366e-01,2.718000000000000000e+04,7.250400000000000000e+04,3.160000000000000000e+02,5.892800000000000000e+04,1.357600000000000000e+04
1.515151515151515194e-01,2.488400000000000000e+04,7.469700000000000000e+04,4.190000000000000000e+02,5.989400000000000000e+04,1.480300000000000000e+04
1.616161616161616299e-01,2.237000000000000000e+04,7.718000000000000000e+04,4.500000000000000000e+02,6.078100000000000000e+04,1.639900000000000000e+04
1.717171717171717404e-01,2.057100000000000000e+04,7.894700000000000000e+04,4.820000000000000000e+02,6.138600000000000000e+04,1.756100000000000000e+04
1.818181818181818232e-01,1.907800000000000000e+04,8.032800000000000000e+04,5.940000000000000000e+02,6.152400000000000000e+04,1.880400000000000000e+04
1.919191919191919338e-01,1.717800000000000000e+04,8.219300000000000000e+04,6.290000000000000000e+02,6.202700000000000000e+04,2.016600000000000000e+04
2.020202020202020443e-01,1.560600000000000000e+04,8.367800000000000000e+04,7.160000000000000000e+02,6.224000000000000000e+04,2.143800000000000000e+04
