1.000000000000000021e-02,4.439608000000000000e+06,1.800000000000000000e+01,1.000000000000000000e+04,4.096820000000000000e+05
1.090909090909090995e-02,3.601619000000000000e+06,1.500000000000000000e+01,1.000000000000000000e+04,3.634990000000000000e+05
1.181818181818181795e-02,3.175205000000000000e+06,3.100000000000000000e+01,1.000000000000000000e+04,3.482580000000000000e+05
1.272727272727272770e-02,2.636991000000000000e+06,2.200000000000000000e+01,1.000000000000000000e+04,3.112470000000000000e+05
1.363636363636363744e-02,2.319550000000000000e+06,2.800000000000000000e+01,1.000000000000000000e+04,2.930400000000000000e+05
1.454545454545454544e-02,1.979361000000000000e+06,1.000000000000000000e+01,1.000000000000000000e+04,2.684580000000000000e+05
1.545454545454545518e-02,1.762625000000000000e+06,3.000000000000000000e+01,1.000000000000000000e+04,2.543180000000000000e+05
1.636363636363636492e-02,1.557297000000000000e+06,3.400000000000000000e+01,1.000000000000000000e+04,2.382810000000000000e+05
1.727272727272727293e-02,1.404084000000000000e+06,3.300000000000000000e+01,1.000000000000000000e+04,2.274070000000000000e+05
1.818181818181818094e-02,1.265759000000000000e+06,3.000000000000000000e+01,1.000000000000000000e+04,2.163680000000000000e+05
1.909090909090909241e-02,1.136598000000000000e+06,4.200000000000000000e+01,1.000000000000000000e+04,2.041160000000000000e+05
2.000000000000000389e-02,1.036370000000000000e+06,4.100000000000000000e+01,1.000000000000000000e+04,1.957990000000000000e+05
2.090909090909091189e-02,9.506070000000000000e+05,5.300000000000000000e+01,1.000000000000000000e+04,1.882090000000000000e+05
2.181818181818181990e-02,8.679920000000000000e+05,4.000000000000000000e+01,1.000000000000000000e+04,1.796270000000000000e+05
2.272727272727272790e-02,7.940330000000000000e+05,4.400000000000000000e+01,1.000000000000000000e+04,1.709150000000000000e+05
2.363636363636363591e-02,7.434000000000000000e+05,4.800000000000000000e+01,1.000000000000000000e+04,1.674750000000000000e+05
2.454545454545454738e-02,6.844980000000000000e+05,5.300000000000000000e+01,1.000000000000000000e+04,1.601610000000000000e+05
2.545454545454545886e-02,6.225760000000000000e+05,5.200000000000000000e+01,1.000000000000000000e+04,1.509800000000000000e+05
2.636363636363636687e-02,5.893150000000000000e+05,5.300000000000000000e+01,1.000000000000000000e+04,1.489280000000000000e+05
2.727272727272727487e-02,5.393280000000000000e+05,5.700000000000000000e+01,1.000000000000000000e+04,1.418570000000000000e+05
2.818181818181818288e-02,4.939540000000000000e+05,5.100000000000000000e+01,1.000000000000000000e+04,1.343110000000000000e+05
2.909090909090909088e-02,4.767970000000000000e+05,3.500000000000000000e+01,1.000000000000000000e+04,1.338080000000000000e+05
3.000000000000000583e-02,4.389390000000000000e+05,5.800000000000000000e+01,1.000000000000000000e+04,1.275300000000000000e+05
3.090909090909091383e-02,4.141230000000000000e+05,5.300000000000000000e+01,1.000000000000000000e+04,1.239490000000000000e+05
3.181818181818182184e-02,3.847460000000000000e+05,6.100000000000000000e+01,1.000000000000000000e+04,1.183480000000000000e+05
3.272727272727272985e-02,3.669130000000000000e+05,6.800000000000000000e+01,1.000000000000000000e+04,1.168760000000000000e+05
3.363636363636363785e-02,3.481150000000000000e+05,4.800000000000000000e+01,1.000000000000000000e+04,1.142620000000000000e+05
3.454545454545454586e-02,3.242190000000000000e+05,7.600000000000000000e+01,1.000000000000000000e+04,1.096340000000000000e+05
3.545454545454546080e-02,3.089280000000000000e+05,6.900000000000000000e+01,1.000000000000000000e+04,1.076400000000000000e+05
3.636363636363636881e-02,2.970430000000000000e+05,5.900000000000000000e+01,1.000000000000000000e+04,1.068650000000000000e+05
3.727272727272727681e-02,2.716640000000000000e+05,7.800000000000000000e+01,1.000000000000000000e+04,9.918900000000000000e+04
3.818181818181818482e-02,2.632870000000000000e+05,8.600000000000000000e+01,1.000000000000000000e+04,9.919100000000000000e+04
3.909090909090909283e-02,2.531460000000000000e+05,8.900000000000000000e+01,1.000000000000000000e+04,9.796100000000000000e+04
4.000000000000000083e-02,2.406360000000000000e+05,6.200000000000000000e+01,1.000000000000000000e+04,9.511600000000000000e+04
4.090909090909091578e-02,2.257160000000000000e+05,7.400000000000000000e+01,1.000000000000000000e+04,9.127300000000000000e+04
4.181818181818182378e-02,2.156180000000000000e+05,9.900000000000000000e+01,1.000000000000000000e+04,8.946300000000000000e+04
4.272727272727273179e-02,2.056530000000000000e+05,9.100000000000000000e+01,1.000000000000000000e+04,8.746400000000000000e+04
4.363636363636363980e-02,1.974070000000000000e+05,8.900000000000000000e+01,1.000000000000000000e+04,8.571900000000000000e+04
4.454545454545455474e-02,1.849180000000000000e+05,9.400000000000000000e+01,1.000000000000000000e+04,8.286800000000000000e+04
4.545454545454546275e-02,1.794460000000000000e+05,1.020000000000000000e+02,1.000000000000000000e+04,8.169900000000000000e+04
4.636363636363637075e-02,1.728790000000000000e+05,9.200000000000000000e+01,1.000000000000000000e+04,8.047800000000000000e+04
4.727272727272727876e-02,1.639400000000000000e+05,8.600000000000000000e+01,1.000000000000000000e+04,7.798400000000000000e+04
4.818181818181818676e-02,1.573700000000000000e+05,9.600000000000000000e+01,1.000000000000000000e+04,7.689600000000000000e+04
4.909090909090909477e-02,1.533810000000000000e+05,1.080000000000000000e+02,1.000000000000000000e+04,7.588800000000000000e+04
5.000000000000000971e-02,1.460170000000000000e+05,9.500000000000000000e+01,1.000000000000000000e+04,7.465900000000000000e+04
5.090909090909091772e-02,1.416580000000000000e+05,1.050000000000000000e+02,1.000000000000000000e+04,7.327200000000000000e+04
5.181818181818182573e-02,1.331150000000000000e+05,9.600000000000000000e+01,1.000000000000000000e+04,7.013100000000000000e+04
5.272727272727273373e-02,1.284550000000000000e+05,1.070000000000000000e+02,1.000000000000000000e+04,6.915000000000000000e+04
