5.000000000000000104e-04,1.301000000000000000e+03,1.000000000000000000e+02
1.000000000000000021e-03,1.186000000000000000e+03,1.000000000000000000e+02
1.500000000000000031e-03,1.133000000000000000e+03,1.000000000000000000e+02
2.000000000000000042e-03,9.950000000000000000e+02,1.000000000000000000e+02
2.500000000000000052e-03,7.590000000000000000e+02,1.000000000000000000e+02
3.000000000000000062e-03,9.430000000000000000e+02,1.000000000000000000e+02
3.500000000000000073e-03,7.260000000000000000e+02,1.000000000000000000e+02
4.000000000000000083e-03,7.270000000000000000e+02,1.000000000000000000e+02
4.500000000000000527e-03,8.210000000000000000e+02,1.000000000000000000e+02
5.000000000000000971e-03,5.710000000000000000e+02,1.000000000000000000e+02
5.499999999999999681e-03,6.810000000000000000e+02,1.000000000000000000e+02
6.000000000000000125e-03,5.600000000000000000e+02,1.000000000000000000e+02
6.500000000000000569e-03,6.230000000000000000e+02,1.000000000000000000e+02
7.000000000000001013e-03,4.550000000000000000e+02,1.000000000000000000e+02
7.499999999999999722e-03,5.560000000000000000e+02,1.000000000000000000e+02
8.000000000000000167e-03,4.590000000000000000e+02,1.000000000000000000e+02
8.500000000000000611e-03,4.570000000000000000e+02,1.000000000000000000e+02
9.000000000000001055e-03,4.980000000000000000e+02,1.000000000000000000e+02
9.500000000000001499e-03,3.970000000000000000e+02,1.000000000000000000e+02
1.000000000000000021e-02,4.820000000000000000e+02,1.000000000000000000e+02
1.050000000000000065e-02,4.510000000000000000e+02,1.000000000000000000e+02
1.100000000000000110e-02,4.490000000000000000e+02,1.000000000000000000e+02
1.149999999999999981e-02,3.420000000000000000e+02,1.000000000000000000e+02
1.200000000000000025e-02,3.650000000000000000e+02,1.000000000000000000e+02
1.250000000000000069e-02,3.700000000000000000e+02,1.000000000000000000e+02
1.300000000000000114e-02,3.750000000000000000e+02,1.000000000000000000e+02
1.350000000000000158e-02,3.120000000000000000e+02,1.000000000000000000e+02
1.400000000000000029e-02,3.670000000000000000e+02,1.000000000000000000e+02
1.450000000000000074e-02,4.080000000000000000e+02,1.000000000000000000e+02
1.500000000000000118e-02,3.170000000000000000e+02,1.000000000000000000e+02
1.549999999999999989e-02,3.410000000000000000e+02,1.000000000000000000e+02
1.600000000000000033e-02,3.250000000000000000e+02,1.000000000000000000e+02
1.650000000000000078e-02,3.270000000000000000e+02,1.000000000000000000e+02
1.700000000000000122e-02,3.210000000000000000e+02,1.000000000000000000e+02
