1.000000000000000021e-02,2.460930000000000000e+05,0.000000000000000000e+00,1.000000000000000000e+02,1.406800000000000000e+04
2.000000000000000389e-02,5.854900000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+02,6.885000000000000000e+03
3.000000000000000583e-02,2.887300000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+02,5.223000000000000000e+03
4.000000000000000777e-02,1.456800000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+02,3.577000000000000000e+03
5.000000000000000971e-02,1.147600000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+02,3.690000000000000000e+03
6.000000000000001166e-02,7.188000000000000000e+03,2.000000000000000000e+00,1.000000000000000000e+02,2.881000000000000000e+03
7.000000000000000666e-02,4.081000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+02,1.940000000000000000e+03
8.000000000000000167e-02,3.078000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+02,1.625000000000000000e+03
9.000000000000001055e-02,2.222000000000000000e+03,1.000000000000000000e+00,1.000000000000000000e+02,1.365000000000000000e+03
1.000000000000000056e-01,1.793000000000000000e+03,2.000000000000000000e+00,1.000000000000000000e+02,1.347000000000000000e+03
